abandon [4'b1nd4n] vt.抛弃；放弃n.放纵；沉溺
multistory [] n.多层建筑
multitude ['m8ltitju:d] n.大量，多数
mundane ['m8ndein] adj.世俗的，平凡的adj.平常的，普通的
municipal [mju(:)'nisip4l] adj.市的，市政的
mural ['mju4r4l] n.壁画，壁饰
muscular ['m8skjul4] adj.强壮的，肌肉发达的
mushroom ['m85rum] n.蘑菇v.迅速生长
mutual ['mju:tju4l, 'mju:t5u4l] adj.相互的；共有的
myriad ['miri4d] n.许多，无数adj.无数的
mysterious [mis'ti4ri4s] adj.神秘的
myth [mi7] n.神话，神话故事
mythical ['mi7ik4 l] adj.神话的，虚构的
mythology [mi'73l4d9i] n.（总称）神话
microorganism [maikr4u'3:g4niz(4)m] n.微生物
misconception ['misk4n'sep54n] n.误解
mirage ['mir2:9] n.海市蜃楼；幻想
microscope ['maikr4sk4up] n.显微镜
marshy ['m2:5i] adj.沼泽般的，湿软的
magnetosphere [m1g'ni:t4usfi4] n.磁气圈
mainspring ['meinspri6] n.(钟表的)主发条
matchstick ['m1t5stik] n.火柴杆
normal ['n3:m4l] adj.正常的，正规的，标准的
newscast ['nju:zk2:st; -k1st] n.新闻广播
nonconformity ['n3nk4n'f3:miti] n.不墨守陈规，不一致
nonconformist [] n.非国教徒，不尊奉英国国教的基督教新教教徒
nonfiction ['n3n'fik54n] n.非小说的散文文学
nonhuman ['n3n'hju:m4n] adj.非人类的
naked ['neikid] adj.裸体的，无遮盖的
narcotic [n2:'k3tik] adj.麻醉的，催眠的；n. 麻醉剂
narrator ['n1reit4] n.讲述者
native to [] 土生土长的
natural gas [] 天然气
naturalist ['n1t54r4list] n.自然主义者，博物学着
naturalistic [.n1t54r4'listik] adj.自然（主义）的
naval ['neiv4l] adj.海军的；军舰的
navigate ['n1vigeit] vi.航行，航海；航空
navigation [.n1vi'gei54n] n.航海
neat [ni:t] adj.整洁的；整齐的
needy ['ni:di] adj.贫穷的，生活艰辛的
negative ['neg4tiv] adj.否定的；负的adj.消极的
negate [ni'geit] vt.否定，打消
neglect [ni'glekt] n./vt.疏忽；忘记
negligent ['neglid94nt] adj.疏忽的，粗心大意的
negligible ['neglid94bl] adj.可忽略的，无关紧要的
negotiation [ni.g4u5i'ei54n] n.商议，谈判
neoclassical ['ni:4ukl1sik4l] adj.新古典主义的
neon ['ni:, 3n , 'ni, 2n] n.[化]氖；霓虹灯
nerve cord [] 脊髓
neuron ['nju4r3n] n.神经元，神经细胞
nervous ['n4:v4s] adj.神经的；神经紧张的，易激动的
neutral ['nju:tr4l] adj.中性的；中立的
neutralize ['nju:tr4laiz; (US) nu:-] vt.抵消，中和
neutron ['nju:tr3n] n.中子
niche [nit5] n.壁龛n.适当的位置；称心的职务
nickel ['nikl] n.镍；镍币
nicotine ['nik4ti:n, -tin] n.尼古丁
nocturnal [n3k't4:nl] adj.夜的, 夜曲的
noisy ['n3izi] adj.嘈杂的
nomadic [n4u'm1dik] adj.游牧的，流浪的
nominate ['n3mineit] vt.提名；任命
nominee [n3mi'ni:] n.被提名的人, 被任命者
nonconformist [] adj./n.不遵照传统生活的（人）
nonetheless [.n8n04'les] adv.虽然如此，但是
nonprofessional ['n3npr4'fe54nl] adj./n.非专业的(人员)；无专长的(人员)
nonsense ['n3ns4ns] n.胡说，废话
nontraditional [.n3ntr4'di54n4l] adj不遵照传统生活的
norm [n3:m] n.标准，规范
normal ['n3:m4l] adj.正常的，标准的
normally ['n3:m4li] adv.通常地
nostalgia [n3s't1ld9i4] n.思家病，怀旧
not…so much as… [] 与其…还不如…
not as yet [] 迄今为止，还没有
notable ['n4ut4bl] adj.著名的；显要的n.名人，要人
notably ['n4utb4li] adv.显著地；特别地
notate ['n4uteit] vt.以符号表示，把…写成记号
notation [n4u'tei54n] n.符号
notch [n3t5] n.刻痕
note [n4ut] n.音符
notorious [n4u:'t3ri4s] adj.臭名昭著的，声名狼藉的
notoriously [n4u't3:ri4sli] adv.声名狼藉地
nourish ['n8ri5] vt.养育；滋养
nourishing ['n8ri5i6] adj.有营养的；滋养的
nourishment ['n8ri5m4nt] n.营养品
novel ['n3v4l] adj.新奇的，新颖的
novelty ['n3v4lti] n.新颖，新奇
novice ['n3vis] n.生手，新手
nowadays ['nau4deiz] adv.现今，时下
now and then [] 不时
noxious ['n3k54s] adj.有害的，有毒的
nuclear ['nju:kli4] adj.核子的；核的，原子能的
nuclei ['nju:kliai] n.核子；核心
nucleus ['nju:kli4s] n.合子，核心
null [n8l] adj.无效的；空的
numerous ['nju:m4r4s] adj.众多的，很多的
nutrient ['nju:tri4nt] n.营养物
nutritional [nju: 'tri54n4l] adj.营养的, 滋养的
nutritious [nju:'tri54s] adj.有营养成分的, 营养的
negative ['neg4tiv] adj.否定的；消极的；负的
news coverage [] 新闻报道
nonrelevant [] adj.非关联的，非相关的
newsstand ['nju:zst1nd] n.报摊，杂志摊
neurotransmitter [.nju4r4tr1ns'mit4] n.[生化]神经传递素
nonverbal ['n3n'v4:b4l] adj.不用语言的
nonviolence ['n3n'vai4l4ns] n.非暴力
on account of [] 由于，因为
overbalance [.4uv4'b1l4ns] vi.失去平衡
overcast ['4uv4k2:st] adj.阴天的，阴暗的
overconfident ['4uv4'k3nfid4nt] adj.过于自信的，自负的
outdated [aut'deitid] adj.过时的，不流行的
overdue ['4uv4'dju:] adj.迟到的，过期的
overestimate ['4uv4'estimeit] vt.评价过高
obliterate [4'blit4reit] vt.涂去，删除
overload ['4uv4'l4ud] vt.使超载，超过负荷
oath ['4u7] n.誓言，宣誓
object to [] 反对
objection [4b'd9ek54n] n.反对
objective [4b'd9ektiv] n.目标adj.客观的
obligated [] adj.有义务的，有责任的
obligation [.3bli'gei54n] n.义务，职责
obligatory [3'blig4t4ri] adj.强制性的，义务的
oblige [4'blaid9] vt.迫使，责成
obliterate [4'blit4reit] vt.涂掉，擦掉
obscure [4b'skju4] vt.隐藏，使…模糊adj.朦胧的，模糊的；晦涩的
obsession [4b'se54n] n.入迷；固执的念头
obsessed [4b'ses] adj.心神不宁的,鬼迷心窍的,沉迷的
obsolete ['3bs4li:t] adj.废弃的；过时的
obstacle ['3bst4kl] n.障碍
obstruct [4b'str8kt] vt.阻塞(道路、通道等)；妨碍,阻挠
obstruction [4b'str8k54n] n.阻塞，妨碍；障碍物
obtain [4b'tein] vt.得到
obtainable [4b'tein4b(4)l] adj.可得到的
occasional [4'kei9n4l] adj.偶然的；临时的
occasionally [4'kei94n4li] adv.偶尔
occupation [.3kju'pei54n] n.职业
occupy ['3kjupai] vt.居住vt.占用，占据
occupant ['3kju:p4nt] n.占有者，居住者
occur [4'k4:] vi.发生，出现vi.想到
occurrence [4'k8r4ns] n.事件；发生
octopus ['3kt4p4s] n.章鱼
odd [3d] adj.奇异的，古怪的
oddly ['3dli] adv.奇特地，古怪地
odds [3dz] n.可能的机会, 成败的可能性, 几率
odor ['4ud4] n.气味
odorless ['4ud4lis] adj.无嗅的，没有气味的
of scale [] 大规模的
offensive [4'fensiv] adj.讨厌的，无礼的；攻击性的
offshore ['3(:)f53:] adj.离岸的, 海面上的
offspring ['3fspri6; (US) '3:f-] n.子孙，后代
olfactory [3l'f1kt4ri] adj.嗅觉的
omit [4u'mit] vt.省略，省去，忽略
ongoing ['3ng4ui6] adj.正在进行的
onset ['3nset] n.开始n.（病）发作
onslaught ['3nsl3:t] n.冲击；猛攻
ooze [u:z] n.软泥v.渗出，泄漏
opaque [4u'peik] adj.不透明的；晦涩难懂的
opera ['3p4r4] n.歌剧
opponent [4'p4un4nt] n.对手，反对者adj.敌对的，反对的
opportunity [.3p4'tju:niti] n.机会，时机
opposed [4'p4uzd] adj.反对的
opposing [4'p4uzi6] adj相反的，对立的
opposition [3p4'zi54n] n.反对，敌对
opposite ['3p4zit] n.相反的事物adj.相反的，对立的
optical ['3ptik4l] adj.视觉的；光学的
optometrist [3p't3mitrist] n.验光师
optimal ['3ptim4l] adj.最佳的，最理想的
optimum ['3ptim4m] adj.最适宜的
optimist ['3ptimist] n.乐观者
optimistic [.3pti'mistik] adj.乐观的
optional ['3p54n4l] adj.可自由选择的
option ['3p54n] n.选项，选择权
oral ['3:r4l] adj.口头的
oratorio [.3r4't3ri4u] n.宗教剧
orbit ['3:bit] n.轨道vt.绕…轨道而行
orbital ['3:bitl] adj.轨道的
orchard ['3:t54d] n.果园
orchestra ['3:kistr4, -kes-] n.管弦乐队
orchid ['3:kid] n.兰花
ordeal [3:'di:l, -'di:4l] n.严峻考验，痛苦经历
ordinance ['3:din4ns] n.法令，条例
ore [3:(r)] n.矿石
organic [3:'g1nik] adj.（化学）有机的
organically [] adv.器官上地, 有机地,有组织地
organism ['3:g4niz4m] n.生物，有机物
orientation [.3(:)rien'tei54n] n.定向；介绍性指导
orient ['3:ri4nt] vt.使适应；确定方向
oriental [.3(:)ri'entl] adj.亚洲的，东方的
original [4'rid94n4l] adj.最初的，原始的adj.有创意的
originality [4.rid9i'n1liti] n.创意，新奇
originate [4'rid9ineit] vt.发生；发起，创办
ornament ['3:n4m4nt] n.装饰；装饰物
ornamentation [.3:n4men'tei54n] n.装饰；装饰品
ornamental [.3:n4'mentl] adj.装饰的
ounce [auns] n.盎司
oust [aust] vt.驱逐；赶走
outbreak ['autbreik] n.发作；爆发
outcome ['autk8m] n.成果，后果
outcry ['autkrai] n.大声疾呼；强烈抗议
outdated [aut'deitid] adj.过时的
outdoors [aut'd3:z] adv.在户外，在野外
outermost ['aut4m4ust] adj.最外面的，离中心最远的
outfit ['autfit] n.服装vt.配备，装备
outgoing ['autg4ui6] adj.好交际的，外向的
outgrow [aut'gr4u] vt.生长速度超过…，长得比…快
outgrowth ['autgr4u7] n.长出；结果；副产物
outlast [aut'l2:st] vt.比…长久，比…活得长
outlet ['autlet, -lit] n.（河流、烟等）出口
outlook ['autluk] n.观点，见解n.前景
outlying ['autlaii6] adj.边远的，偏僻的
outmoded [aut'm4udid] adj.不再流行的，过时的
output ['autput] n.输出，产品；生产量
outrage ['autreid9] n.暴行vt.激怒，引起…义愤
outright ['aut'rait] adv.彻底地，完全地
outset ['autset] n.开始，开端
outspoken [aut'sp4uk4n] adj.坦率直言的
outweigh [aut'wei] vt.比…重；比…更重要
oval ['4uv4l] adj.卵形的，椭圆的
overall ['4uv4r3:l] adj.全部的，全面的
overburden [.4uv4'b4:dn] v.装载过多；负担过多
overcast ['4uv4k2:st] adj.阴天的，阴暗的
overcharge [4uv4't52:d9] v.索价过高
overdue ['4uv4'dju:] adj.迟到的；逾期的
overhaul [.4uv4'h3:l] v.彻底检查，大修
overlap ['4uv4'l1p] vt.部分重叠，与…交搭，迭盖
overlapping ['4uv4'l1pi6] adj./n.交迭（的）
overload ['4uv4'l4ud] vt.使超载，使超过负荷
overlook [.4uv4'luk] vt.忽略，没注意到vt.俯瞰，远眺
oversee ['4uv4'si:] vt.监督，管理
oversight ['4uv4sait] n.勘漏, 失察, 疏忽
overt ['4uv4:t] adj.明显的；公然的
overtime ['4uv4taim] n.超时，加班    adv.  加班地
overtire ['4uv4'tai4] vt.使过度疲劳
overtax ['4uv4't1ks] vt.课税过重
overtaxed [] adj.课税过重的，负担过重的
overturn [.4uv4't4:n] n./vt.推翻；翻倒；倾覆
overwhelm ['4uv4'welm] vt.战胜；压倒vt.泛滥；使沉浸
overwhelmingly [.ov4'hwelmi6li] adv.压倒性地；不可抵抗地
owing to ['4ui6 tu:] 因…之缘故
oxen ['3ks4n] n.（pl）公牛
oxygen ['3ksid94n] n.氧气
oyster ['3ist4] n.[动]牡蛎, 蚝
osprey ['3sprei] n.鱼鹰
opponent [4'p4un4nt] n.对手，敌手，反对者
outrage ['autreid9] vt.凌辱，引起…义愤
oversecretion [] n.分泌过多
offspring ['3fspri6; (US) '3:f-] n.(单复数同形)子孙, 后代
outstanding [aut'st1ndi6] adj.杰出的，显著的
opportunity [.3p4'tju:niti] n.机会，时机
ozone ['4uz4un, 4u'z4un] n.[化]臭氧
platitude ['pl1titju:d] adj.陈词滥调
pyramid ['pir4mid] n.金字塔；金字塔现象/形状
psychoanalysis [.saik4u4'n1l4sis] n.心理分析
particle ['p2:tikl] n.点，微粒
particulate [p4'tikjulit, -leit] adj.微小的
paycheck ['peit5ek] n.付薪水的支票
prediction [pri'dik54n] n.预言，预报
predominantly [pri'd3min4ntli] adv.占主导地位地
predominate [pri'd3mineit] vi.占主导地位，占优势
preeminent [pri(:)'emin4nt] adj.卓越的
petrifaction [.petri'f1k54n] n.石化, 化石
profile ['pr4ufail] n.外形，轮廓
perfume ['p4:fju:m] n.香味；香水
photograph ['f4ut4gr2:f, -gr1f] n.照片
philharmonic [fil2:'m3nik, filh2:'-] n.交响乐团
pronghorn ['pr36h3:n] n.(墨西哥和美国西部产的)叉角羚
platitude ['pl1titju:d] n.陈词滥调
pledge [pled9] n.誓言     vt. 保证
plumber ['pl8mb4] n.水管工人
popcorn ['p3pk3:n] n.爆米花
pronounced ['naunst] adj.显著的，明确的
pack [p1k] vt.装；将…挤入，塞满n.一群
pack down [] 填塞，夯实
pack animal [] 能运输的动物
packed [p1kt] adj.压紧的，压实的
package ['p1kid9] n.包裹，包
packaging ['p1kid9i6] n.包装
packer ['p1k4] n.包装工人，打包机
paddler [] n.划独木舟者
painstaking ['peinsteiki6] adj.辛苦的，辛勤的
painting ['peinti6] n.绘画，油画
palatable ['p1l4t4bl] adj.美味的
pale [peil] adj.苍白的；暗淡的
palette ['p1lit] n.调色板，颜料
paleontologist [] n.古生物学者
pamphlet ['p1mflit] n.小册子
pane [pein] n.窗格玻璃
panel ['p1nl] n.镶板n.专门小组vt.镶嵌（板）
panic ['p1nik] n.恐慌
pants [p1nts] n.裤子；短裤
parachute ['p1r45u:t] n.降落伞
parade [p4'reid] n.游行
parallel ['p1r4lel] vt.与…平行；匹敌n.类似，相似adj.平行的
paralysis [p4'r1lisis] n.瘫痪，中风
paralyze ['p1r4laiz] vt.使瘫痪，使麻痹
parameter [p4'r1mit4] n.参数，参量
paramount ['p1r4maunt] adj.最重要的；最高权力的
paraphrase ['p1r4freiz] vt.将…释义，改写n.释义，意义
parasite ['p1r4sait] n.寄生虫，食客
parasitic [.p1r4'sitik] adj.寄生的
parliamentary [.p2:l4'ment4ri] adj.议会（制）的
partial ['p2:54l] adj.部分的
participant [p2:'tisip4nt] n.参与者，参赛者
particle ['p2:tikl] n.颗粒，微粒
passion ['p154n] n.激情，热情
passionate ['p154nit] adj.充满热情的，热烈的
passive ['p1siv] adj.被动的；消极的
pastel [p1s'tel, 'p1stel] adj.柔和的
pasture ['p2:st54] n.牧场，草地
patch [p1t5] n.片，块
patent ['peit4nt, 'p1t4nt] n.专利vt.取得…的专利权，申请专利
path [p2:7] n.轨道，道路
pathway ['p2:7wei] n.路，径
pathogen ['p174d9(4)n] n.病菌，病原体
patriarch ['peitr2:k] n.家长，族长
patriarchal [.peitri'2:k4l] adj.家长的，族长的
patriot ['peitri4t, 'p1t-] n.爱国者
patriotic [.p1tri'3tik, .peitri'3tik] adj.爱国的
patrol [p4'tr4ul] v.巡逻，巡视
patroller [] n.巡警
patron ['peitr4n, 'p1-] n.赞助人，资助人n.顾客
patronage ['p1tr4nid9] n.赞助；惠顾
patronizing ['p1tr4naizi6] adj.俨然以恩人态度的, 要人领情的
paucity ['p3:siti] n.小量，缺乏
pauper ['p3:p4] n.贫民，乞丐
pave [peiv] vt.铺设，为…铺路
pave the way for [] 为…铺平道路
peak [pi:k] n.山顶；最高点，顶端
pebble ['pebl] n.小鹅卵石
peck [pek] v.啄，啄起
peculiar [pi'kju:lj4] adj.特有的，专有的adj.奇怪的，异常的
peculiarity [pi.kju:li'1riti] n.特性，怪癖
pedagogy ['ped4g3gi] n.教育学，教学法
pedagogic [ped4'g3d9ik] adj.教育学的
pedagogical [ped4'g3d9ik4l] adj.教育学的，教学法的
peer [pi4] v.凝视，仔细看n.同辈，同等的人
peerless ['pi4lis] adj.出类拔萃的, 无可匹敌的
penal ['pi:nl] adj.刑罚的，刑法上的
penalty ['penlti] n.处罚，罚款
penchant ['p4:654:6] n.爱好，嗜好；（强烈的）倾向
pendant ['pend4nt] n.垂饰；下垂物
penetrate ['penitreit] vt.穿透；渗透
penetrating ['penitreiti6] adj.（声音）响亮的，尖锐的adj.（气味）刺激的adj.（思想）敏锐的，有洞察力的
peninsula [pi'ninsjul4] n.半岛
pensive ['pensiv] adj.沉思的
perceive [p4'si:v] vt.感知；察觉，发觉
perception [p4'sep54n] n.理解；感知，感觉
perceptive [p4'septiv] adj.感知的；有洞察力的
perch [p4:t5] n.栖木  v. （使）栖息
percolate ['p4:k4leit] v.过滤，渗透   n. 滤液
percussion [p4:'k854n] n.打击乐器；震荡，影响
perennial [p4'renj4l] adj.四季不断的，终年的；（植物）多年生的
perennially [p4'rAni4li] adv.永久地，终年地
perfect ['p4:fikt] adj.完美的，理想的vt.使完美；使熟练
perfection [p4'fek54n] n.尽善尽美，完美
perform [p4'f3:m] vt.履行，执行vt.表演，演出
performance [p4'f3:m4ns] n.履行，执行；表演，演奏
performer [p4'f3:m4(r)] n.表演者
perfume ['p4:fju:m] n.香味；香水
perimeter [p4'rimit4] n.边缘，周边地带
periodic [pi4ri'3dik] adj.周期的, 定期的
period ['pi4ri4d] n.时期；时代
periodical [.pi4ri'3dik4l] n.期刊，杂志adj.周期的，定期的
peripheral [p4'rif4r4l] adj.周边的，外围的
periphery [p4'rif4ri:] n.外围
perishable ['peri54bl] adj.（尤指食物）易腐的，易坏的
permanent ['p4:m4n4nt] adj.长久的，永久的
permeate ['p4:mieit] vt.弥漫；渗透，透过
permeable ['p4:mi4bl] adj.有浸透性的，能透过的
permission [p4(:)'mi54n] n.许可，允许
permissive [p4(:)'misiv] adj.许可的，宽容的
perpendicular [.p4:p4n'dikjul4] adj.垂直的，直立的
perpetuate [p4'petjueit] vt.使…延续，使永存
perplex [p4'pleks] vt.迷惑，困惑；难住
perplexing [p4'pleksi6] adj.使人困惑的；令人费解的
persevere [.p4:si'vi4] vi.坚持不懈，不屈不挠
perseverance [.p4:si'vi4r4ns] n.坚定不移
persist [p4(:)'sist] vi.坚持；持续
persistence [p4'sist4ns, -'zis-] n.坚持不懈，持续
persistent [p4'sist4nt] adj.坚持不懈的
personality [.p4:s4'n1liti] n.个性，性格
personnel [.p4:s4'nel] n.人员，职员
perspective [p4'spektiv] n.(判断事物的)角度，方法，观点n.透视；远景
perspiration [.p4:sp4'rei54n] n.汗水；出汗
perspire [p4s'pai4] vi.出汗
persuade [p4'sweid] v.说服，劝说，（使）相信
persuasive [p4'sweisiv] adj.有说服力的，善说服的
pertinent ['p4:tin4nt] adj.相关的，切题的；中肯的
pest [pest] n.害虫；令人讨厌的人或物
pesticide ['pestisaid] n.杀虫剂
pestilence ['pestil4ns] n.瘟疫
pestilential [.pesti'len54l] adj.引起瘟疫的
pet [pet] n.宠物
petal ['petl] n.花瓣
petition [pi'ti54n] n./v.请愿
petroleum [pi'tr4uli4m] n.石油
phase [feiz] n.阶段，态
phenomena [fi'n3min4] n.（pl）现象
phenomenally [fi'n3min4li] adv.明白地，显著地
philology [fi'l3l4d9i] n.语言学，文献学
philosophy [fi'l3s4fi;f4'l2s4fi] n.哲学；原理，人生观
phonetics [f4u'netiks] n.语音学
physiological [.fizi4'l3d9ik4l] adj.生理学的；生理上的
physiology [.fizi'3l4d9i] n.生理学
picturesque [.pikt54'resk] adj.如画的，美丽的
pierce [pi4s] vt.穿透，戳穿
pigment ['pigm4nt] n.色素，颜料
pillar ['pil4] n.柱，柱子
pillow ['pil4u] n.枕头
pinch [pint5] vt.掐，夹痛
pine [pain] n.松树vi.憔悴，消瘦
porcupine ['p3:kjupain] n.[动]豪猪, 箭猪
pineapple ['pain1pl] n.凤梨, 菠萝
pinpoint ['pin.p3int] vt.准确地确定；用针标出…的精确位置
pioneer [.pai4'ni4] n.开拓者v.开辟，倡导
pioneering [pai4'ni4ri6] adj.开创性的
